reviewHeadline,authorJobLocation,reviewDescription,company,compensationAndBenefitsRating,authorJob,cultureAndValuesRating,workLifeBalanceRating,careerOpportunitiesRating,seniorLeadershipRating,reviewDate
Excelente ambiente de trabajo con gran independencia en la organización del trabajo,"London, ENG","Banco internacional con personal internacional. Concentrado en resultados. Que aporta los instrumentos necesarios para realizar un gran trabajo como empleado, conservando un alto nivel de decisión.,El día empezaba a las 7 de la mañana con un período de formación e información. Ambiente fantástico para una persona académica y curiosa como yo. Se desarrollaba entre eventos que ocurrían en todo el mundo y reuniones para analizarlos con la finalidad de crear estrategias de inversión a nivel global. Lo más difícil del trabajo era desconectar por la noche. La relación con los colegas era superdivertida, dada la gran variedad de nacionalidades.",BNP Paribas,4.0,"Stock Broker (Ancien employé), ",4.0,4.0,4.0,4.0,2 septembre 2014
Excellent staff restaurant,"London, ENG",No specific details to give as it was a short contract but overall good.,BNP Paribas,4.0,"Personal Assistant to Head of UK Compliance (Temp) (Ancien employé), ",2.0,4.0,1.0,1.0,27 août 2014
Good place to work,"New York, NY","The culture is very collaborative in BNP,People there are very helpful and supportive",BNP Paribas,5.0,"Summer Analyst (Ancien employé), ",4.0,5.0,4.0,4.0,23 août 2014
Wonderful company,"New York, NY","If my department wasn't sold to another company, I would've still remained within BofA. The company provides awesome benefits, and are rich in diversity. Managers actually know how to run the department and have true knowledge of the industry.,There's plenty room for growth and political structure does not overshadow room for advancement within the company.",BNP Paribas,5.0,"AVP - AML/KYC Capital Markets Compliance Analyst (Ancien employé), ",5.0,5.0,5.0,4.0,20 août 2014
o ambiente de trabalho sempre era animado,"São Paulo, SP","A rotina de trabalho era um tanto dinâmica, visto ser uma empresa de grande porte, o número então de ligações e desta forma de atendimentos era muito grande, mas a equipe desde a gerencia e supervisão se esforçavam a deixar o ambiente tranquilo, com grandes premiações. A equipe como um todo mantinha-se próxima e unida. Aprendi muito com os treinamentos, com a equipe, a supervisão, com o sistema.,A parte difícil do trabalho era relacionado aos atendimentos as pessoas que em muitas das vezes tinham razão mas que não podia ajudar ou resolver o problema e assim ouvir certos insultos.",BNP Paribas,4.0,"Operadora de Call Center (Ancien employé), ",4.0,4.0,2.0,5.0,18 août 2014
Professional Banking Institute,New York NY,Hard working Firm that rewards for such hard work. Several locations to accommodate. Large varied areas in CFB.,BNP Paribas,0.0,"Assistant Vice President (Ancien employé), ",0.0,0.0,0.0,0.0,18 août 2014
Large entity,london,"Large entity with stable job. Good healthy lifestyle, but could be more exciting at times.",BNP Paribas,0.0,"Risk methodology (Ancien employé), ",0.0,0.0,0.0,0.0,13 août 2014
Security Operations,"Jersey City, NJ","Very good experience working with this company.,This position helped me increase my security knowledge.,I had the opportunity working with a fine group of individuals.",BNP Paribas,5.0,"Windows Security Engineer (Ancien employé), ",5.0,5.0,5.0,5.0,12 août 2014
"Fun place to work, especially behind the teller line",New Mexico,"Can't say a lot for this Branch other than the Branch Manager thinks since she became Branch Manager that she doesn't have to do anything but sit behind her desk and bark orders! She puts all her work on tellers unless it's a customer where she will get paid out on (referral payout!)...Othewise she does nothing but sits behind her desk and works on her own personal checkbook, make personal calls either on her cell phone or work phone. Complains all the time that she doesn't understand the teller line work, but never get's off her chair to come to the teller side to learn how we work over there. She has the customers fooled, but not the tellers.",BNP Paribas,1.0,"Anonymous (Employé actuel), ",1.0,1.0,1.0,1.0,11 août 2014
Productive,Dubai,"Very nice place to work in terms of environment.,Worked in the Trade Finance and Customer departments",BNP Paribas,0.0,"Trade Finance Officer (Ancien employé), ",5.0,4.0,3.0,4.0,5 août 2014
Excellent work life balance,"Montréal, QC","Learned: Time management, leadership, effective decision making communication, team motivation, work prioritization, risk analysis.,Hardest part of the job: finding new challenges- a major motivating factor.",BNP Paribas,4.0,"Vice President, Client Services - EUC technologies (Employé actuel), ",3.0,5.0,3.0,3.0,2 août 2014
"Fast-paced, energetic and informative trading floor experience","New York, NY","A typical day at work involved staying on top of the group heads calendars. Giving reminders about important meetings, conferences and industry events. Working on the trading floor provided a great opportunity to learn quickly and organically.,My co-workers were the best part of my day.",BNP Paribas,1.0,"Executive Assistant (Ancien employé), ",2.0,3.0,1.0,3.0,29 juillet 2014
Productive and fun workplace,Lisboa,"There is a good work/life balance, it is a fun place to work however the salary is not very high.",BNP Paribas,2.0,"Middle Office Agent - Settlement (Employé actuel), ",3.0,4.0,4.0,3.0,24 juillet 2014
Empresa muito organizada,"Dublin, D",Empresa extremamente organizada no nível de gestão de projetos.,BNP Paribas,4.0,"Consultor de TI / Coordenador de Projeto (Ancien employé), ",5.0,5.0,2.0,5.0,22 juillet 2014
Enjoyable and intriguing experience,"London, ENG","I learnt about many areas of day to day life in a tax department such as the bank levy, HMRC and manufactured dividends, many projects concerning proposed transactions, code of practice on taxation for banks, Ernst and Young new short term Business traveller system, offshore employment intermediaries and more.",BNP Paribas,4.0,"Intern (Ancien employé), ",5.0,5.0,4.0,5.0,21 juillet 2014
Fun co-workers and nice environment,"台北市, TPE","Great company with good benefits, but I was on contract base, and hit the financial crisis at 2007, so had to switch jobs.,The hours were a bit early : 6:30 ~4:30pm.,Immense pressure as I was working in the securities dealing room, and every click of the mouse may indicate millions dollars worth of transactions in the stock exchange , and as the stock movement is unpredictable, during trading hours, everyone will be quite tense.,However, manager was great person who encourages a lively atmosphere and lets workers go a bit easy after trading hours, and most co workers are hard working, fun and smart people.",BNP Paribas,3.0,"Sales Trading Assistant (Ancien employé), ",3.0,3.0,2.0,4.0,14 juillet 2014
Superior customer service,"New York, NY",Had continuous contact with Bank personnel. Learned some of the intricate cultural nuances of several European cultures. Great co-workers. Job was enjoyable because of the constant interaction with Bank personnel at all levers of the corporate ladder.,BNP Paribas,3.0,"Private Security Officer (Ancien employé), ",4.0,4.0,3.0,3.0,9 juin 2014
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
"EMPRESA EM CRESCIMENTO, BOAS OPORTUNIDADES","São Paulo, SP","EMPRESA COM POSSIBILIDADES DE CRESCIMENTO, RAMO DE ATUAÇÃO EM ALTA NO MERCADO, EXCELENTES BENEFICIOS. O PERIODO EM QUE ESTIVE NA EMPRESA AGREGOU VALORES A MINHA VIDA PESSOAL E PROFISSIONAL.",BNP Paribas,5.0,"SUPERVISORA (Ancien employé), ",3.0,5.0,3.0,3.0,29 mai 2014
Valuation & Risk,"Central, HK","- Independent Price Verification,- Fair Value Model,- Interest Rates Model,- Credit Spread Analysis,- Weekly and Monthly Reports,- Risk Sensitivities",BNP Paribas,0.0,"Capital Market Valuation & Risk Control (Employé actuel), ",0.0,0.0,0.0,0.0,29 mai 2014
Great Client relationship,"London, ENG",As the Hospitality manager I was very close to our Client and directors but felt that I had no more to learn.,BNP Paribas,3.0,"Hospitality Manager (Employé actuel), ",4.0,2.0,1.0,3.0,27 mai 2014
Training in bank,EGYPT,Attended the summer training in BNP PARIBAS in ALEX from 2007 to 2009 trained in the following sections : Treasury - Customer service - Sales – operations,BNP Paribas,4.0,"Treasury - Customer service - Sales (Ancien employé), ",5.0,4.0,4.0,5.0,26 mai 2014
Productive,Bulgaria,"Nice place for work.,For short time i get promotion from credit cosultant to Senior Credit Consultant. Fun work.,WOrk with customers.,The best person in insurance sells",BNP Paribas,5.0,"Senior Credit Consultant (Ancien employé), ",5.0,5.0,5.0,5.0,18 mai 2014
Currently trying to figure out where they want to be.,"New York, NY","Over the years, the culture has changed and the lack of compensation combined with the ""management by intimidation"" has pushed out many of the top talented people. Although there are some very good people at BNP, the bank is becoming more divided by region,",BNP Paribas,1.0,"Director, USD Interest Rate Group (Ancien employé), ",3.0,3.0,2.0,2.0,8 mai 2014
Very Well,"Chennai, TN","Very good company. I like the process and people of this company.,All well to good",BNP Paribas,5.0,"Senior Business Analyst (Employé actuel), ",5.0,5.0,5.0,5.0,6 mai 2014
Enjoyable but pressurised,"Moorgate, London","A typical day would involve organising the work and colleagues to achieve objectives, during my time I learned about Intellimatch to a high level,,The management within BNP Paribas were under a lot of pressure which sometimes made the job difficult, but no impossible, My co-workers were generally a hard-working bunch and easy to work with,,The hardest par of the job was dealing with he many companies we reconciled to as they all had a different way of operating, but the most enjoyable part was the completion of the month end reconciliations which made the hard work worthwhile",BNP Paribas,3.0,"Operations Analyst - Cash & Stock Reconciliations (Ancien employé), ",2.0,2.0,1.0,2.0,6 mai 2014
"Over all, BNP Paribas was an excellent company to work with.","New York, NY",BNP Paribas was excellent when it comes to taking care of it's employees. The HR department was right on time when assistance was need.,BNP Paribas,4.0,"Corporate Services/Customer Service Coordinator (Ancien employé), ",4.0,4.0,4.0,4.0,14 avril 2014
